,Unnamed: 0,id,link,type,title,text,area_text,area_name,num_areas,city,clean_text,predicted_category
73,77,268,https://districtr.org/COI/27008,coi,East Lee's Summit,"Suburban households who are all within the same city and face the same city issues, including transportation, infrastructure, and education.","Suburban households who are all within the same city and face the same city issues, including transportation, infrastructure, and education.",Lee's Summit,1.0,Lee's Summit,"Suburban households who are all within the same city and face the same city issues , including transportation , infrastructure , and education .",Suburbs
74,78,269,https://districtr.org/COI/27020,coi,North of Colborn,"Community that faces similar issues related to the airport, industrial area, and lake area.","Community that faces similar issues related to the airport, industrial area, and lake area.",North of  Colborn ,1.0,Lees Summit,"Community that faces similar issues related to the airport , industrial area , and lake area .",Named neighborhood
75,79,270,https://districtr.org/COI/27022,coi,Free and Reduced Housing Populations,"Lee's Summit suburban Free and Reduced Housing Populations with concerns relating to transportation, affordable housing, food insecurity, crime and safety.",,Community 1,1.0,Lee's Summit/Jackson,"Lee 's Summit suburban Free and Reduced Housing Populations with concerns relating to transportation , affordable housing , food insecurity , crime and safety .",Suburbs
76,80,271,https://districtr.org/COI/27028,coi,Age 60+ with transportation needs,Age 60+ relying on highways and transportation for elderly. ,,Age 60+ relying on highways and transportation for elderly,1.0,"Lee's Summit, Jackson",Age 60 + relying on highways and transportation for elderly .,Elderly
77,81,272,https://districtr.org/COI/27031,coi,lees summit residence in water 13,people on city sewer and district 13 water getting 2 water bills,,Community 1,1.0,"Lee's Summit, Jackson County",people on city sewer and district 13 water getting 2 water bills,Cities
78,82,274,https://districtr.org/COI/27049,coi,Northwest Columbia,Northwest Columbia,"This community is on the far western and northern fringe of Columbia.  It is bordered on the east by L.A. Nickell Golf Course and Cosmo Park and Route E (Stadium Blvd.).  Along Stadium are some light industries and small businesses.  Boone Quarry occasionally blasts (a few times a month) which shakes the nearby houses.  Small businesses along Stadium Blvd (Route E) include a hair salon, a Break Time, a Knights of Columbus hall, an Eagles hall, and others.  Columbia Independent School is in this area.  The population consists of a mixture of home owners and renters.   Monterey Hills is a subdivision of approx. 124 homes including couples with school age children, retirees, and professionals.  Many people in the area have affiliations with the construction trade, HVAC, University of Missouri, and state or local government.  Several homes in the area have solar arrays and there is increasing interest in equipping houses with solar arrays.  The residents are currently part of a state legislative district which includes Rocheport and more rural areas to the north of Columbia.  Residents of Columbia tend to favor gun safety measures.  They also greatly appreciate Columbia's trail system and access to non-motorized transportation.  This area is bounded on the south by I-70.  Traffic noise from I-70 is considered a problem to some who live in this area.  #mizzou #como ",Northwest Columbia,1.0,Columbia,,Unknown
79,83,275,https://districtr.org/COI/27052,coi,West Ash Neighborhood - Columbia,West Ash neighborhood - Columbia,"This is a diverse neighborhood racially and age-wise with many community minded people.  The neighborhood is interested in native plant gardening and wants that to be allowed.  The neighborhood does a lot of bartering and helps each other out.  Neighborhood is a mixture of owned homes and rentals.  Storm water control and infrastructure (sewer and street repairs) are important b/c this is an older part of the city.  Often traffic is a problem with people cutting through north-south at high rates of speed.  The neighborhood has a number older homes and many people have restored, repaired, and improved these older properties.  ",Central Columbia - West Ash Neighborhood,1.0,Columbia,neighborhood - Columbia,Named neighborhood
80,84,276,https://districtr.org/COI/27056,coi,Southwest Columbia - Fairview Park Area,Information about southwest Columbia near Fairview Park.  ,"Residents of this community enjoy access to nearby trails and parks, including Bonnie View Nature Sanctuary and MKT Trail to the south.  Many people in this community have affiliations to the University of Missouri, the Columbia public schools, and healthcare institutions such as Boone Hospital or MU Healthcare.  The area has a community garden.  People in this area enjoy using bicycles for commuting and recreation.  ",Columbia - Fairview Park area,1.0,Columbia,Information about southwest Columbia near .  ,Named neighborhood
81,85,277,https://districtr.org/COI/27084,coi,KCMO Area of Greatest Need,"Roughly the areas of KCMO (south of the river, east of Troost, west of Raytown, and north of Grandview) that experience the greatest challenges. Median household income of <$30k, affordable housing in poor condition, infrastructure issues, and fewer comprehensive grocery options than the rest of the city.  ",,Community 1,1.0,Jackson (KCMO),"Roughly the areas of KCMO ( south of the river , east of , west of Raytown , and north of Grandview ) that experience the greatest challenges . Median household income of < $ 30k , affordable housing in poor condition , infrastructure issues , and fewer comprehensive grocery options than the rest of the city .  ",Vulnerable populations
82,86,280,https://districtr.org/COI/27100,coi,Belton City Proper,This map describes the community of Belton and the things that need to be addressed:   1. Crumbling Infrasture  2. Commuting Community 3.  Rising Crime 4. Lack of Affordable Housing (rental and purchase)  5. Need for strong and financed public education   6. Growing Diversity,"1. Crumbling Infrasture 
a.  water drainage a huge concern in the NW part of the community close to the old airbase
b.  internet service is not available to all residents who live just outside the city
2. Commuting Community
3.  Rising Crime
4. Lack of Affordable Housing (rental and purchase) 
5. Need for strong and financed public education  
6. Growing Diversity
",Belton City Proper,1.0,Belton,This map describes the community of Belton and the things that need to be addressed :    1 . Crumbling Infrasture   2 . Commuting Community 3 .   Rising Crime 4 . Lack of Affordable Housing ( rental and purchase )   5 . Need for strong and financed public education    6 . Growing Diversity,Named neighborhood
83,87,283,https://districtr.org/COI/27152,coi,"Warsaw, Missouri","Rather than complete a map on Benton County overall, individual maps of towns will be done because of unique differences.","*Aging infrastructure
*Becoming increasingly a retirement town
*Commuter community
*Public School
*Good deal of income comes from tourism 
*Mostly outdoor recreation (hunting, fishing, boating)
*Little or no industrial work
*Some agribusiness
*Most HS graduates leave for better paying jobs in other cities",Warsaw,1.0,Warsaw,"Rather than complete a map on overall , individual maps of towns will be done because of unique differences .",Diversity
84,88,284,https://districtr.org/COI/27168,coi,"Brookside, Kansas City",,"middle to upper income, mostly homeowners. Concerns include education (both public K-12 and university), climate change, recycling, and gun violence.","Brookside, Kansas City",1.0,Kansas City,,Unknown
85,89,290,https://districtr.org/COI/27213,coi,Meramec River Flood Prone Area,This is a map of the area of south STL County and north Jefferson County that is often underwater when the Meramec river floods due to the Mississippi backing up or because of heavy rains upstream.  This area is greatly affected by upstream levies.,flood prone area in south STL county and Northern Jefferson County.  Streets have been closed for months at a time due to back up of Mississippi river.  Short-term flooding for days due to local and nearby heavy rain.  All these areas greatly affected by upstream levies as well.,Meramec flood prone area,1.0,St. Louis,This is a map of the area of south and that is often underwater when the Meramec river floods due to the backing up or because of heavy rains upstream .   This area is greatly affected by upstream levies .,Environment
86,90,293,https://districtr.org/COI/27262,coi,"Warrensburg, MO","The city of Warrensburg, MO, located in central Johnson County, MO. A college down with deep agricultural roots, Warrensburg has upward trending population numbers and an increasingly vibrant business district. I believe the town should be considered in its entirety.",,Community 1,1.0,Jackson,"The city of , , located in central , . A college down with deep agricultural roots , has upward trending population numbers and an increasingly vibrant business district . I believe the town should be considered in its entirety .",Cities
87,91,296,https://districtr.org/COI/27317,coi,Old Hyde Park,,"1910s historic architectural district, with dozens of 100+ year-old houses; mixed income, mixed home owners and renters; mixed residential with businesses on the margins. It's a walkable neighborhood, with access to multiple transit routes within 2-6 blocks; moderately expensive grocery, entertainment, and locally owned restaurants within 6-12 blocks. Bounded by the under-construction trolley car expansion, so prices are escalating, fairly rapidly; adjacent, in the Valentine neighborhood a massive apartment building is under construction, creating increased noise pollution, traffic density, and parking pressure. One land speculator bought a 1909 three-story brick building two years ago and painted the brick, against the historic building codes; another tried to get a zoning exemption to house 11 people in a previously-zoned single family home, on a quiet mostly single-family, mostly owner-occupied block .  Dramatic increase in gun fire within ear shot in the past year.",Old Hyde Park,1.0,Kansas City,,Unknown
88,92,298,https://districtr.org/COI/27321,coi,West Plaza Neighborhood,Development pressure and the effect on affordable housing is changing my neighborhood and not for the better.,"My neighborhood does not go south of 49th St. although the census district does. West Plaza has been a neighborhhood of mostly middle class bungalows. Many of the units are rentals. but not all. In the last few years the neighborhood has become more racially diverse which has been very positive. Unfortunately developers are coming in and buying up houses as teardowns. They build new houses distinctly out of character with the neighborhood. The houses are built to all the setbacks and have garages that face the street. Thus far, the people that are buying these very expensive houses are not becoming part of the neighborhood as they don't have to interact when they are coming or going. The affordable housing is being replaced and the people are pushed out. The county is not helping as they increased real estate taxes far beyond the 15% allowable by state law. The developers are not paying real estate tax at the same rate, as they are assessed after the teardown and before the new house is built. Sometimes they do not pay any real estate tax. They are creating infrastructure problems without increasing density and the idea of community is only for PR purposes. ",West Plaza,1.0,Kansas City,Development pressure and the effect on affordable housing is changing my neighborhood and not for the better .,Named neighborhood
89,93,297,https://districtr.org/COI/27322,coi,"Southmoreland, Kansas City, Missouri",,"Southmoreland is a diverse neighborhood of mid to upper income families.  Some lower income and idle, unoccupied homes do exist.  Many of these are being purchased by home flippers and are now bringing in higher income homeowners.  A few investment/ multi-family businesses own many parcels which are transient apartment dwellers.  Most of these are middle income renters that are fundamentally well settled and not loud raucous people.  This is an artful commingling of peoples; due to the presence of the Kansas City Art Institute, the Nelson Atkins Museum of Art,  the Kemper Gallery of Modern art and the near proximity to the Country Club Plaza commercial district.  Amenities here abound and create a well rounded community that is progressive, not afraid of change but is interested in historic preservation of older properties.  To protect the ongoing new developments along Main Street and Broadway this neighborhood should be established as a Local Kansas City Historic District.  This would help to alleviate the growing friction between new construction  and the older housing/ commercial building fabric of the neighborhood.   ",Community 1,1.0,Kansas City,,Unknown
90,94,299,https://districtr.org/COI/27329,coi,U City North neighborhoods,"This area is mostly single family homes.  People are concerned about crime, gunshots, property value and the inability to get mortgages or home improvement loans.  Concerns about public schools and the condition of roads and sidewalks and business disinvestment on Olive and Page aves.","Concerned about increase in crime,  gunshots, housing values and inability to get mortgages or home improvement loans.  Concerned about schools.",U City North,1.0,Saint Louis,"This area is mostly single family homes .   People are concerned about crime , gunshots , property value and the inability to get mortgages or home improvement loans .   about public schools and the condition of roads and sidewalks and business disinvestment on Olive and Page aves .",Violence
91,95,300,https://districtr.org/COI/27331,coi,U City South neighborhoods,"Middle to affluent single family homes who are mostly homeowners. Concern but less investment in public schools.  Concern about property values, crime, and basic city services.  Some concern about the impact of Washington U on the community and state of the commercial corridor.","Middle to affluent single family homes who are mostly homeowners. Concern but less investment in public schools.  Concern about property values, crime, and basic city services.  Some concern about the impact of Washington U on the community and state of the commercial corridor.",U City South,1.0,Saint Louis,"Middle to affluent single family homes who are mostly homeowners . Concern but less investment in public schools .   Concern about property values , crime , and basic city services .   Some concern about the impact of U on the community and state of the commercial corridor .",K-12 Education
92,96,304,https://districtr.org/COI/27490,coi,Raymore,,"Commuter community. Most local jobs are with the school district, retirement homes, and low-wage in retail and restaurants. Population growth due to educational opportunities in a public school system.  Good access to healthcare and amenities due to proximity to KC metro. Shortage of rental property. Traffic flow becoming an issue as infrastructure hasn't kept up with population growth. ",Raymore,1.0,Belton,,Unknown
93,97,305,https://districtr.org/COI/27505,coi,Rural Cass County ,Area outside of the major towns and cities in Cass County. ,"School Districts main employer. Poor internet service. Agricultural. Family farms, but also Big Ag. The population is aging. Small towns have many abandoned and buildings crumbling. ",Rural Cass County,1.0,Belton,Area outside of the major towns and cities in .,Suburbs
94,98,306,https://districtr.org/COI/27581,coi,Harrisonville,"A struggling school district, mostly minimum wage employment, long-distance commuters, and old infrastructure. ","A struggling school district, mostly minimum wage employment, long-distance commuters, and old infrastructure. ",Harrisonville,1.0,Belton,"A struggling school district , mostly minimum wage employment , long - distance commuters , and old infrastructure .",Vulnerable populations
95,99,351,https://districtr.org/COI/27889,coi,KC Westside Neighborhoods,"KC Westside neighborhoods in an area of census tracts  principally south of Brush Creek, East of State Line, north of I-435 and west of Holmes. Includes neighborhood associations of the same. Is principally within the borders of the KC School District and wholly inside of the city of Kansas City. Includes commercial areas important to the neighborhoods, including those on State Line, Ward Parkway and I-435. ","Community including Kansas City west-side neighborhoods south of Brush Creek, West of Holmes, East of State Line and North of I-435. Includes home associations associated with those neighborhoods; principally in the KC School District and wholly within the city of Kansas City. Includes important commercial zones along Ward Parkway, State Line and I-435.",Kansas City Westside Neighborhoods,1.0,Kansas City,"KC Westside neighborhoods in an area of census tracts   principally south of , East of State Line , north of I-435 and west of . Includes neighborhood associations of the same . Is principally within the borders of the KC School District and wholly inside of the city of . Includes commercial areas important to the neighborhoods , including those on State Line , Ward Parkway and I-435 .",Named neighborhood
96,100,368,https://districtr.org/COI/27955,coi,South Lee's Summit,area suburban and rural with transportation needs,area suburban and rural areas with transportation needds,South Lee's Summit,1.0,Lee's Summit,area suburban and rural with transportation needs,Suburbs
97,101,485,https://districtr.org/COI/28032,coi,Main Cape Area,Main area of Cape Girardeau,,Community 1,1.0,Cape Girardeau,Main area of,Named neighborhood
98,102,677,https://districtr.org/COI/28075,coi,"Northeast Page (Overland, St.  Ann)",,"Largely African American community, concerns about crime, public school, ",Northeast Page,1.0,St. Louis,,Unknown
99,103,706,https://districtr.org/COI/28082,coi,Commercial Chinatown - STL County,Residential and commercial district that encompasses the area where Asian American newspapers and businesses moved after historic downtown Chinatown (Hop Alley) was demolished. ,A commercial and residential strip that constitutes where Asian American small businesses related after the historic downtown Chinatown (Hop Alley) was demolished to make way for a Busch Stadium parking. ,Commercial Chinatown,1.0,,Residential and commercial district that encompasses the area where Asian American newspapers and businesses moved after historic downtown Chinatown ( Hop Alley ) was demolished .,Named neighborhood
100,104,1153,https://districtr.org/COI/28487,coi,Tower Grove Park Area,"The highlighted area includes the neighborhoods of Tower Grove Heights, Tower Grove East, Southwest Garden, Shaw and parts of broader Tower Grove South. Residents in these areas use Tower Grove Park and the MO Botanical Garden as their backyards. Homes & apartment buildings are dense and yards are small. Use of the park seems universal - it is used by renters and homeowners, immigrants and people born in the US.  Accessibility and safety for pedestrian & bike traffic is important to most people. ","The highlighted area includes the neighborhoods of Tower Grove Heights, Tower Grove East, Southwest Garden, Shaw and parts of broader Tower Grove South. Residents in these areas use Tower Grove Park and the MO Botanical Garden as their backyards - renters and homeowners, immigrants and people born in the US.  Accessibility and safety for pedestrian & bike traffic is important to most people. ",Tower Grove Park Area,1.0,Saint Louis,"The highlighted area includes the neighborhoods of Tower Grove Heights , Tower Grove East , , Shaw and parts of broader Tower Grove South . Residents in these areas use Tower Grove Park and the MO Botanical Garden as their backyards . Homes & apartment buildings are dense and yards are small . Use of the park seems universal - it is used by renters and homeowners , immigrants and people born in the .   Accessibility and safety for pedestrian & bike traffic is important to most people .",Named neighborhood
101,105,1154,https://districtr.org/COI/28490,coi,Centralia ,Centralia proper. This is where folks live in & around Centralia (this also contains Hallsville.) These folks have been working at AB Chance (now Hubbell) for generations and generally have a strong history of collective bargaining & trade unionism that strongly differs from the rest of rural Boone County & mid-MO. ,Centralia proper. These folks live in & around Centralia & Hallsville. These folks work in blue collar/factory work primarily -- working at Hubbell in town. This is a community of folks who have been primarily supported by Hubbell (what used to be called AB Chance) sincerely the early 1900s. They have a strong tradition of collective bargaining that dates before the passage of the NLRA. ,Centralia,1.0,Boone,Centralia proper . This is where folks live in & around Centralia ( this also contains Hallsville . ) These folks have been working at AB Chance ( now Hubbell ) for generations and generally have a strong history of collective bargaining & trade unionism that strongly differs from the rest of rural Boone County & mid - MO .,Named neighborhood
102,106,1156,https://districtr.org/COI/28506,coi,katie's plaza/west plaza,"the plaza /west plaza area is a mix of homes and apartment living.   north of Brush Creek the home are smaller and many rental units.  The southern  area has larger homes - many owner occupied.   The eastern border  abut the university  area and has greater diversity.  Major  commerce,  Country Club Plaza,  UMKC, Mid-West Research Instiutue, Russell Stover Candies,  Lockton Insurance,   two luxury hotels.   High tourist areas.   many galleries and shops.  High Walkability.",,plaza,1.0,Kansas  City,"the plaza is a mix of homes and apartment living .    north of Brush Creek the home are smaller and many rental units .   The southern   area has larger homes - many owner occupied .    The eastern border   abut the university   area and has greater diversity .   Major   commerce ,   Country Club Plaza ,   UMKC , Mid - West Research Instiutue , Russell Stover Candies ,   Lockton Insurance ,    two luxury hotels .    High tourist areas .    many galleries and shops .   High Walkability .",Economy and Commerce
103,107,1170,https://districtr.org/COI/28615,coi,Lambert South - Hispanic,"Blue collar workers, large Hispanic community that has expanded since 2010 Census. ","Blue collar workers, heavily Hispanic. Has expanded since 2010 Census. Centered around Rock Rd, extends to Hwy 170, down to Page. ",Hispanic St. Ann-Overland area south of Lambert,1.0,Florissant,"Blue collar workers , large Hispanic community that has expanded since 2010 Census .",Diversity
104,108,1222,https://districtr.org/COI/28989,coi,Public School Advocates in St L Suburbs,"Most families in this area support public education and are concerned about charter schools. Legislative Advocacy Committee members from Webster Groves, Kirkwood, Clayton, University City and Maplewood school districts believe good schools in these districts support high property values. Residents share concern about availability of quality child care. Shortage of affordable housing is a growing concern in this area.","Most families in this area support public education and are concerned about charter schools. Districts include Webster Groves, Kirkwood, Clayton, University City and Maplewood. Legislative Advocacy Committee members believe good schools in these districts support high property values. Residents share concern about availability of quality child care. Shortage of affordable housing is a growing concern in this area.",Public School Advocates in St. Louis Suburbs,1.0,Saint Louis,"Most families in this area support public education and are concerned about charter schools . Legislative Advocacy Committee members from Webster Groves , Kirkwood , Clayton , and school districts believe good schools in these districts support high property values . Residents share concern about availability of quality child care . Shortage of affordable housing is a growing concern in this area .",K-12 Education
105,109,1231,https://districtr.org/COI/29057,coi,North Columbia,Northern/Western Columbia. This is lots of homeowners that have a similar culture & feeling. There aren't many easily accessible sidewalks -- although there is close access to Cosmo park. There is a lot of heavy traffic from dump-trucks that wear down the streets. It's a diverse mix of white & black residents -- primarily homeowners -- that are significantly different in culture & SES than the inner city. ,"Middle class. Mostly homeowners. Some apartments. Primarily white but still a mix of white & black folks. 

Lots of folks go to the dog park & trails. Very few sidewalks -- very car heavy. No public transit. Tons of dump truck traffic on creasy springs. Good amount of public workers and building trades. 

",North Columbia,1.0,Columbia,Northern / Western Columbia . This is lots of homeowners that have a similar culture & feeling . There are n't many easily accessible sidewalks -- although there is close access to Cosmo park . There is a lot of heavy traffic from dump - trucks that wear down the streets . It 's a diverse mix of white & black residents -- primarily homeowners -- that are significantly different in culture & SES than the inner city .,Culture
106,110,1232,https://districtr.org/COI/29058,coi,Beaumont / Derby Ridge,Lots of sidewalks & parks. Folks go to the Oakland park & swimming pool.   There is a pretty firm dividing line between Smiley Ln -- however -- that the census tract does not adequately cover. North of Smiley is considerably different than south of Smiley. ,"Middle class homeowners. Arcadia area. Primarily white. Lot of families sending their kids to Derby Ridge. Kids walk to Derby Ridge. Lots of retirees and families. 

Lots of sidewalks & parks. Folks go to the Oakland park & swimming pool. 

There is a pretty firm dividing line between Smiley Ln -- however -- that the census tract does not adequately cover. North of Smiley is considerably different than south of Smiley. ",Derby Ridge / Beaumont Village,1.0,Columbia,Lots of sidewalks & parks . Folks go to the Oakland park & swimming pool .    There is a pretty firm dividing line between Smiley Ln -- however -- that the census tract does not adequately cover . North of Smiley is considerably different than south of .,Named neighborhood
107,111,1242,https://districtr.org/COI/29150,coi,Innsbrook - SD10,"Popular summer vacation spot with mix of year-round residences and summer homes around Alpine Lake,  Aspen Lake and several smaller lakes. Many residents rent out their chalets, cabins or condos in the summer.  Home owners around these lakes are more affluent than most rural Missourians and many vote in other parts of the state.","Popular summer vacation spot with mix of year-round residences and summer homes around Alpine Lake,  Aspen Lake and several smaller lakes. Many residents rent out their chalets, cabins or condos in the summer.  Home owners around these lakes are more affluent than most rural Missourians and may vote elsewhere.",Innsbrook ,1.0,St. Louis,"Popular summer vacation spot with mix of year - round residences and summer homes around Alpine Lake ,   Aspen Lake and several smaller lakes . Many residents rent out their chalets , cabins or condos in the summer .   Home owners around these lakes are more affluent than most rural Missourians and many vote in other parts of the state .",Diversity
108,112,1245,https://districtr.org/COI/29162,coi,Community Map of the Hill,,"This is includes spaces, resources, places I often visit in my community of SD 4&5. ",My Community in SD 4&5,1.0,St Louis,,Unknown
109,113,1261,https://districtr.org/COI/29281,coi,Ruth's Southeast St/ Louis City,,This community shares high density neighborhoods with a mix of rental and owner-occupied housing stock.  Heavy reliance on bus transportation and walking. Most folks leave the neighborhood to work. Large number of refugees and immigrants. Common grocery stores and worship places. The map north boundaries should be I-64. The census tract lines would not allow me to indicate this.,Community Southeast st. Louis,1.0,St. Louis,,Unknown
110,114,1260,https://districtr.org/COI/29285,coi,Ashley's Heart of Springfield,,"Important: good paying jobs, affordable housing, education, parks, healthcare that is welcoming and inclusive of diverse populations, especially LGBTQ folks. ",Heart of Springfield,1.0,Springfield,,Unknown
111,115,1281,https://districtr.org/COI/29417,coi,Alice's 'Independence Square' Map,,"Mixed-income community that is predominantly working-class. Community concerns include lack of public transport, green space, and diversified amenities that are accessible and affordable to the working-class community who lives here. ",Independence Square,1.0,Independence,,Unknown
112,116,1283,https://districtr.org/COI/29417,coi,Alice's 'Independence Square' Map,,"Mixed-income community that is predominantly working-class. Community concerns include lack of public transport, green space, and diversified amenities that are accessible and affordable to the working-class community who lives here. ",Independence Square,1.0,Independence,,Unknown
113,117,1304,https://districtr.org/COI/29691,coi,Mansfield Hartville Healthcare,"This area people raise cattle, work out of the area.  The issue of healthcare is lack of emergency care in the area, forcing people to go to Springfield.   The majority of people in the area work minimum wage jobs, and don't have access to affordable healthcare, and it is often not provided by their employer.  It is a rural area, and when an emergency arises, and medivac is needed, it is unafordable.   ",Mansfield Hartville Healthcare,Mansfield Hartville Healthcare,1.0,Hartville,"This area people raise cattle , work out of the area .   The issue of healthcare is lack of emergency care in the area , forcing people to go to .    The majority of people in the area work minimum wage jobs , and do n't have access to affordable healthcare , and it is often not provided by their employer .   It is a rural area , and when an emergency arises , and medivac is needed , it is unafordable .   ",Agriculture
114,118,1303,https://districtr.org/COI/29714,coi,Healthcare availability,"healthcare, hospitals, urgent care are all far from the people between Springfield, Lebanon, Houston, and West Plains.  Too many are over an hour away.","healthcare, hospitals, urgent care are all far from the people between Springfield, Lebanon, Houston, and West Plains.  Too many are over an hour away.",Healthcare availability,1.0,"Hartville, Wright County","healthcare , hospitals , urgent care are all far from the people between , , , and .   Too many are over an hour away .",Vulnerable populations
115,119,1305,https://districtr.org/COI/29716,coi,Clean environment,"This is primarily an agrarian community, crops and cattle.  Clean water is an essential ingredient and we would like to see it protected from any kind of potential damage eg: runoff from factory farms.  We should have control over what kind of industry or cafo moves into our neighborhood.",,Community Clean Environment,1.0,Mansfield,"This is primarily an agrarian community , crops and cattle .   Clean water is an essential ingredient and we would like to see it protected from any kind of potential damage eg : runoff from factory farms .   We should have control over what kind of industry or cafo moves into our neighborhood .",Agriculture
116,120,1306,https://districtr.org/COI/29718,coi,Infrastructure,People in rural areas have difficulty during lengthy  power outages.  We need increased rural high speed internet.  We need our miles of gravel roads improved.  They are in poor condition.,,Infrastructure,1.0,Mansfield,People in rural areas have difficulty during lengthy   power outages .   We need increased rural high speed internet .   We need our miles of gravel roads improved .   They are in poor condition .,Vulnerable populations
117,121,1307,https://districtr.org/COI/29719,coi,Jobs,Community jobs for high school graduates to keep students in their home areas.,Community jobs for high school graduates to keep students in their home areas.,Jobs,1.0,"Hartville, Wright County",Community jobs for high school graduates to keep students in their home areas .,Community engagement
118,122,1308,https://districtr.org/COI/29726,coi,Broadband,,"Lack of consistant and reliable broadband for students and businesses.
",Community Broadband,1.0,Mansfield,,Unknown
119,123,1309,https://districtr.org/COI/29727,coi,City Sidewalks,Sidewalks in the towns are in dangerous condition.  Needs improvement for safety.,Sidewalks in the towns are in dangerous condition.  Needs improvement for safety.,City Sidewalks,1.0,"Hartville, Wright County",Sidewalks in the towns are in dangerous condition .   Needs improvement for safety .,Environment
120,124,1315,https://districtr.org/COI/29815,coi,Eureka High School - SD15 and 26,"Families with students that attend Eureka High School in Rockwood School District are currently divided into two Senate Districts. More than half of the students come from LaSalle Springs Middle School, with a large portion of the rest coming from Wildwood Middle School. The racial makeup of the school is 87.7% white, 6.0% black, and 1.9% Hispanic. Residents value quality public education.  ","Families with students that attend Eureka High School in Rockwood School District. More than half of the students come from LaSalle Springs Middle School, with a large portion of the rest coming from Wildwood Middle School. The racial makeup of the school is 87.7% white, 6.0% black, and 1.9% Hispanic. Residents value  quality public education.

",Eureka High School,1.0,Saint Louis,"Families with students that attend Eureka High School in Rockwood School District are currently divided into two Senate Districts . More than half of the students come from LaSalle Springs Middle School , with a large portion of the rest coming from Wildwood Middle School . The racial makeup of the school is 87.7 % white , 6.0 % black , and 1.9 % Hispanic . Residents value quality public education .  ",Family and Children
121,125,1316,https://districtr.org/COI/29818,coi,Lafayette High School,"Families with students that attend Lafayette High School in Wildwood, the more affluent part of the Rockwood School District. They are currently divided into two Senate Districts, SD 15 and SD26. The racial makeup of the 1,794 students 76.4% White, 11.4% Black, 7.5% Asian, and 3.1% Hispanic. Roads are hilly and many students have long bus rides to school.","Families with students that attend Lafayette High School in Wildwood, the more affluent part of the Rockwood School District. 1,794 students. The racial makeup of the school is 76.4% White, 11.4% Black, 7.5% Asian, and 3.1% Hispanic. Roads are hilly and many students have long bus rides to school.",Lafayette High School - SD15,1.0,Saint Louis,"Families with students that attend Lafayette High School in , the more affluent part of the Rockwood School District . They are currently divided into two Senate Districts , SD 15 and SD26 . The racial makeup of the 1,794 students 76.4 % White , 11.4 % Black , 7.5 % Asian , and 3.1 % Hispanic . Roads are hilly and many students have long bus rides to school .",Family and Children
122,127,1319,https://districtr.org/COI/29836,coi,Connected to Springfield Events Downtown,"People who live and work in these areas are connected strongly to the Springfield downtown area. There are numerous community events that happen in the vicinity that people are able to walk to that really binds the area together. Some of these are ArtsFest, Events on the Square, Cider Days, and MSU Events. In addition there are a lot of eateries in these areas that we all frequent. While other people will drive in the close connection with these businesses and events drives people into wanting to live and work in these locations.  ","People who live and work in these areas are connected strongly to the Springfield downtown area. There are numerous community events that happen in the vicinity that people are able to walk to that really binds the area together. Some of these are ArtsFest, Events on the Square, Cider Days, and MSU Events. In addition there are a lot of eateries in these areas that we all frequent. While other people will drive in the close connection with these businesses and events drives people into wanting to live and work in these locations.  ",Connected to Springfield Events Downtown and MSU,1.0,Springfield,"People who live and work in these areas are connected strongly to the downtown area . There are numerous community events that happen in the vicinity that people are able to walk to that really binds the area together . Some of these are ArtsFest , Events on the Square , Cider Days , and MSU Events . In addition there are a lot of eateries in these areas that we all frequent . While other people will drive in the close connection with these businesses and events drives people into wanting to live and work in these locations .  ",Community engagement
123,128,1426,https://districtr.org/COI/29840,coi,LWVSTL - SD10 Fulton Men's Prison,Area near Fulton Reception & Diagnostic Center. Prison brings jobs but also unique concerns for nearby residents.,Area near Fulton Reception & Diagnostic Center. Prison brings jobs but also unique concerns for nearby residents,Area near Fulton Prison,1.0,,Area near Fulton Reception & Diagnostic Center . Prison brings jobs but also unique concerns for nearby residents .,Named neighborhood
124,129,1322,https://districtr.org/COI/29859,coi,LWVSTL - Affton Intermediate school,"The Affton school district has about 30% free and reduced lunches.  This community will have needs that probably include access to subsidized childcare, low cost health services, and groceries at reduced prices.",Gotsch intermediate school has about 30% of students that qualify for free and reduced lunches.  Many of these families will need extra resources to be able to care for their families.,Affton school district,1.0,St. Louis,"The school district has about 30 % free and reduced lunches .   This community will have needs that probably include access to subsidized childcare , low cost health services , and groceries at reduced prices .",Family and Children
125,130,1332,https://districtr.org/COI/29860,coi,"MSU, Parkview, Sunshine, Rountree ","MSU students/ faculty, Parkview high school, Rountree, Sunshine elementary schools, mix of renter/ owner occupied housing, park central branch library and Schweitzer Brentwood branch library, people who work and shop in downtown Springfield ","MSU students/ faculty, Parkview high school, rountree, sunshine elementary schools, mix of renter/ owner occupied housing, park central branch library and schweitzer brentwood branch library, people who work and shop in downtown springfield ","MSU, Parkview HIgh School + sunshine and rountree elementary",1.0,Springfield,"MSU students/ faculty , Parkview high school , , Sunshine elementary schools , mix of renter/ owner occupied housing , park central branch library and Schweitzer Brentwood branch library , people who work and shop in downtown",University
